Date,Discharge
2022-03-31,157
2022-04-01,155
2022-04-02,153
2022-04-03,151
2022-04-04,150
2022-04-05,148
2022-04-06,148
2022-04-07,147
2022-04-08,148
2022-04-09,150
2022-04-10,149
2022-04-11,148
2022-04-12,147
2022-04-13,149
2022-04-14,147
2022-04-15,145
2022-04-16,146
2022-04-17,146
2022-04-18,146
2022-04-19,147
2022-04-20,146
2022-04-21,146
2022-04-22,146
2022-04-23,145
2022-04-24,145
2022-04-25,143
2022-04-26,142
2022-04-27,142
2022-04-28,143
2022-04-29,143
2022-04-30,141
2022-05-01,140
2022-05-02,138
2022-05-03,136
2022-05-04,136
2022-05-05,136
2022-05-06,135
2022-05-07,134
2022-05-08,133
2022-05-09,132
2022-05-10,132
2022-05-11,131
2022-05-12,131
2022-05-13,131
2022-05-14,131
2022-05-15,129
2022-05-16,128
2022-05-17,127
2022-05-18,125
2022-05-19,124
2022-05-20,124
2022-05-21,125
2022-05-22,125
2022-05-23,126
2022-05-24,125
2022-05-25,125
2022-05-26,124
2022-05-27,123
2022-05-28,122
2022-05-29,120
2022-05-30,119
2022-05-31,117
2022-06-01,118
2022-06-02,118
2022-06-03,118
2022-06-04,116
2022-06-05,114
2022-06-06,115
2022-06-07,113
2022-06-08,111
2022-06-09,110
2022-06-10,110
2022-06-11,109
2022-06-12,109
2022-06-13,108
2022-06-14,108
2022-06-15,108
2022-06-16,107
2022-06-17,107
2022-06-18,107
2022-06-19,107
2022-06-20,105
2022-06-21,103
2022-06-22,102
2022-06-23,102
2022-06-24,102
2022-06-25,102
2022-06-26,101
2022-06-27,103
2022-06-28,102
2022-06-29,102
2022-06-30,103
2022-07-01,104
2022-07-02,104
2022-07-03,104
2022-07-04,106
2022-07-05,105
2022-07-06,104
2022-07-07,103
2022-07-08,104
2022-07-09,101
2022-07-10,100
2022-07-11,100
2022-07-12,99
2022-07-13,97
2022-07-14,98
2022-07-15,98
2022-07-16,99
2022-07-17,99
2022-07-18,98
2022-07-19,98
2022-07-20,98
2022-07-21,98
2022-07-22,98
2022-07-23,99
2022-07-24,99
2022-07-25,99
2022-07-26,99
2022-07-27,99
2022-07-28,99
2022-07-29,99
2022-07-30,99
2022-07-31,99
2022-08-01,96
2022-08-02,95
2022-08-03,93
2022-08-04,92
2022-08-05,91
2022-08-06,92
2022-08-07,94
2022-08-08,92
2022-08-09,94
2022-08-10,92
2022-08-11,92
2022-08-12,91
2022-08-13,90
2022-08-14,89
2022-08-15,89
2022-08-16,89
2022-08-17,89
2022-08-18,89
2022-08-19,90
2022-08-20,90
2022-08-21,90
2022-08-22,90
2022-08-23,89
2022-08-24,90
2022-08-25,88
2022-08-26,89
2022-08-27,89
2022-08-28,89
2022-08-29,90
2022-08-30,90
2022-08-31,90
2022-09-01,91
2022-09-02,93
2022-09-03,93
2022-09-04,92
2022-09-05,92
2022-09-06,92
2022-09-07,91
2022-09-08,90
2022-09-09,90
2022-09-10,90
2022-09-11,90
2022-09-12,91
2022-09-13,90
2022-09-14,89
2022-09-15,89
2022-09-16,89
2022-09-17,88
2022-09-18,87
2022-09-19,86
2022-09-20,84
2022-09-21,83
2022-09-22,84
2022-09-23,84
2022-09-24,85
2022-09-25,85
2022-09-26,84
2022-09-27,83
2022-09-28,82
2022-09-29,84
2022-09-30,84
2022-10-01,84
2022-10-02,85
2022-10-03,85
2022-10-04,85
2022-10-05,86
2022-10-06,87
2022-10-07,88
2022-10-08,88
2022-10-09,87
2022-10-10,86
2022-10-11,85
2022-10-12,86
2022-10-13,87
2022-10-14,86
2022-10-15,85
2022-10-16,84
2022-10-17,84
2022-10-18,83
2022-10-19,84
2022-10-20,83
2022-10-21,83
2022-10-22,83
2022-10-23,83
2022-10-24,84
2022-10-25,83
2022-10-26,83
2022-10-27,84
2022-10-28,83
2022-10-29,83
2022-10-30,82
2022-10-31,84
2022-11-01,84
2022-11-02,84
2022-11-03,84
2022-11-04,86
2022-11-05,87
2022-11-06,86
2022-11-07,85
2022-11-08,84
2022-11-09,84
2022-11-10,85
2022-11-11,86
2022-11-12,87
2022-11-13,87
2022-11-14,89
2022-11-15,90
2022-11-16,90
2022-11-17,90
2022-11-18,89
2022-11-19,89
2022-11-20,89
2022-11-21,90
2022-11-22,91
2022-11-23,91
2022-11-24,91
2022-11-25,91
2022-11-26,90
2022-11-27,89
2022-11-28,88
2022-11-29,87
2022-11-30,87
2022-12-01,86
2022-12-02,87
2022-12-03,89
2022-12-04,90
2022-12-05,89
2022-12-06,89
2022-12-07,88
2022-12-08,88
2022-12-09,88
2022-12-10,89
2022-12-11,90
2022-12-12,89
2022-12-13,89
2022-12-14,91
2022-12-15,88
2022-12-16,87
2022-12-17,87
2022-12-18,87
2022-12-19,86
2022-12-20,85
2022-12-21,84
2022-12-22,83
2022-12-23,82
2022-12-24,82
2022-12-25,84
2022-12-26,86
2022-12-27,87
2022-12-28,87
2022-12-29,87
2022-12-30,88
2022-12-31,88
