Site,Date,Waterlevel
J17WL,2020-05-23,664.75
J17WL,2020-05-24,664.98
J17WL,2020-05-25,666.91
J17WL,2020-05-26,668.22
J17WL,2020-05-27,669.03
J17WL,2020-05-28,670
J17WL,2020-05-29,670.72
J17WL,2020-05-30,671.63
J17WL,2020-05-31,672.09
J17WL,2020-06-01,672.19
J17WL,2020-06-02,672.17
J17WL,2020-06-03,672.27
J17WL,2020-06-04,672.23
J17WL,2020-06-05,671.98
J17WL,2020-06-06,671.63
J17WL,2020-06-07,671.2
J17WL,2020-06-08,670.49
J17WL,2020-06-09,669.14
J17WL,2020-06-10,668.17
J17WL,2020-06-11,666.91
J17WL,2020-06-12,665.82
J17WL,2020-06-13,665.27
J17WL,2020-06-14,664.94
J17WL,2020-06-15,664.18
J17WL,2020-06-16,663.22
J17WL,2020-06-17,662.9
J17WL,2020-06-18,662.16
J17WL,2020-06-19,661.79
J17WL,2020-06-20,661.61
J17WL,2020-06-21,661.61
J17WL,2020-06-22,661.04
J17WL,2020-06-23,660.4
J17WL,2020-06-24,660.99
J17WL,2020-06-25,660.79
J17WL,2020-06-26,660.66
J17WL,2020-06-27,661.58
J17WL,2020-06-28,662.28
J17WL,2020-06-29,662.01
J17WL,2020-06-30,661.45
J17WL,2020-07-01,660.83
J17WL,2020-07-02,660.35
J17WL,2020-07-03,659.6
J17WL,2020-07-04,659.63
J17WL,2020-07-05,660.27
J17WL,2020-07-06,659.81
J17WL,2020-07-07,659.14
J17WL,2020-07-08,658.62
J17WL,2020-07-09,658.14
J17WL,2020-07-10,657.38
J17WL,2020-07-11,657.25
J17WL,2020-07-12,657.68
J17WL,2020-07-13,657.06
J17WL,2020-07-14,656.07
J17WL,2020-07-15,655.29
J17WL,2020-07-16,654.84
J17WL,2020-07-17,654.33
J17WL,2020-07-18,654.76
J17WL,2020-07-19,655.43
J17WL,2020-07-20,655.03
J17WL,2020-07-21,654.3
J17WL,2020-07-22,653.69
J17WL,2020-07-23,653.81
J17WL,2020-07-24,653.63
J17WL,2020-07-25,654.9
J17WL,2020-07-26,656.14
J17WL,2020-07-27,656.62
J17WL,2020-07-28,656.6
J17WL,2020-07-29,656.24
J17WL,2020-07-30,656.27
J17WL,2020-07-31,655.94
J17WL,2020-08-01,656.57
J17WL,2020-08-02,657.41
J17WL,2020-08-03,657.27
J17WL,2020-08-04,658.14
J17WL,2020-08-05,658.14
J17WL,2020-08-06,657.91
J17WL,2020-08-07,657.59
J17WL,2020-08-08,657.87
J17WL,2020-08-09,658.14
J17WL,2020-08-10,657.76
J17WL,2020-08-11,656.69
J17WL,2020-08-12,656.22
J17WL,2020-08-13,655.72
J17WL,2020-08-14,655.26
J17WL,2020-08-15,655.43
J17WL,2020-08-16,655.96
J17WL,2020-08-17,655.65
J17WL,2020-08-18,655.02
J17WL,2020-08-19,655.27
J17WL,2020-08-20,655.07
J17WL,2020-08-21,654.66
J17WL,2020-08-22,656.01
J17WL,2020-08-23,657.03
J17WL,2020-08-24,656.95
J17WL,2020-08-25,656.51
J17WL,2020-08-26,656.23
J17WL,2020-08-27,655.89
J17WL,2020-08-28,655.32
J17WL,2020-08-29,655.3
J17WL,2020-08-30,656.07
J17WL,2020-08-31,655.51
J17WL,2020-09-01,654.59
J17WL,2020-09-02,654.88
J17WL,2020-09-03,655.04
J17WL,2020-09-04,656.45
J17WL,2020-09-05,657.51
J17WL,2020-09-06,658.49
J17WL,2020-09-07,658.62
J17WL,2020-09-08,658.69
J17WL,2020-09-09,660.17
J17WL,2020-09-10,662.17
J17WL,2020-09-11,662.95
J17WL,2020-09-12,663.82
J17WL,2020-09-13,664.44
J17WL,2020-09-14,664.41
J17WL,2020-09-15,663.74
J17WL,2020-09-16,663.73
J17WL,2020-09-17,663.52
J17WL,2020-09-18,663.58
J17WL,2020-09-19,663.56
J17WL,2020-09-20,664.23
J17WL,2020-09-21,663.74
J17WL,2020-09-22,664.16
J17WL,2020-09-23,664.13
J17WL,2020-09-24,663.97
J17WL,2020-09-25,663.6
J17WL,2020-09-26,663.64
J17WL,2020-09-27,663.72
J17WL,2020-09-28,663.28
J17WL,2020-09-29,662.72
J17WL,2020-09-30,662.61
J17WL,2020-10-01,661.96
J17WL,2020-10-02,661.54
J17WL,2020-10-03,661.64
J17WL,2020-10-04,661.82
J17WL,2020-10-05,661.51
J17WL,2020-10-06,660.69
J17WL,2020-10-07,660.42
J17WL,2020-10-08,660.3
J17WL,2020-10-09,660.59
J17WL,2020-10-10,660.5
J17WL,2020-10-11,660.83
J17WL,2020-10-12,660.32
J17WL,2020-10-13,659.2
J17WL,2020-10-14,658.92
J17WL,2020-10-15,658.48
J17WL,2020-10-16,658.48
J17WL,2020-10-17,659.38
J17WL,2020-10-18,660.19
J17WL,2020-10-19,660.05
J17WL,2020-10-20,659.59
J17WL,2020-10-21,659.27
J17WL,2020-10-22,659.23
J17WL,2020-10-23,658.82
J17WL,2020-10-24,659.6
J17WL,2020-10-25,660.25
J17WL,2020-10-26,660.12
J17WL,2020-10-27,660.17
J17WL,2020-10-28,660.59
J17WL,2020-10-29,660.32
J17WL,2020-10-30,660.17
J17WL,2020-10-31,660.42
J17WL,2020-11-01,660.9
J17WL,2020-11-02,659.58
J17WL,2020-11-03,658.69
J17WL,2020-11-04,659.06
J17WL,2020-11-05,659.06
J17WL,2020-11-06,658.66
J17WL,2020-11-07,658.93
J17WL,2020-11-08,659.31
J17WL,2020-11-09,659.2
J17WL,2020-11-10,658.88
J17WL,2020-11-11,659.1
J17WL,2020-11-12,658.89
J17WL,2020-11-13,658.92
J17WL,2020-11-14,659.65
J17WL,2020-11-15,659.8
J17WL,2020-11-16,659.55
J17WL,2020-11-17,658.86
J17WL,2020-11-18,658.95
J17WL,2020-11-19,658.59
J17WL,2020-11-20,658.62
J17WL,2020-11-21,658.75
J17WL,2020-11-22,659.39
J17WL,2020-11-23,658.98
J17WL,2020-11-24,658.99
J17WL,2020-11-25,659
J17WL,2020-11-26,659.12
J17WL,2020-11-27,659.56
J17WL,2020-11-28,660.77
J17WL,2020-11-29,661.66
J17WL,2020-11-30,661.47
J17WL,2020-12-01,661.8
J17WL,2020-12-02,661.87
J17WL,2020-12-03,661.65
J17WL,2020-12-04,661.78
J17WL,2020-12-05,662.19
J17WL,2020-12-06,662.56
J17WL,2020-12-07,662.13
J17WL,2020-12-08,661.24
J17WL,2020-12-09,660.44
J17WL,2020-12-10,660.35
J17WL,2020-12-11,660.11
J17WL,2020-12-12,660.53
J17WL,2020-12-13,661.32
J17WL,2020-12-14,661.33
J17WL,2020-12-15,661.61
J17WL,2020-12-16,661.37
J17WL,2020-12-17,661.61
J17WL,2020-12-18,661.9
J17WL,2020-12-19,662.41
J17WL,2020-12-20,662.61
J17WL,2020-12-21,662.42
J17WL,2020-12-22,662.15
J17WL,2020-12-23,662.22
J17WL,2020-12-24,661.99
J17WL,2020-12-25,662.45
J17WL,2020-12-26,662.99
J17WL,2020-12-27,663.3
J17WL,2020-12-28,663
J17WL,2020-12-29,662.93
J17WL,2020-12-30,662.85
J17WL,2020-12-31,663.32
J17WL,2021-01-01,663.78
J17WL,2021-01-02,663.88
J17WL,2021-01-03,664.03
J17WL,2021-01-04,663.86
J17WL,2021-01-05,663.82
J17WL,2021-01-06,663.74
J17WL,2021-01-07,663.76
J17WL,2021-01-08,663.48
J17WL,2021-01-09,663.67
J17WL,2021-01-10,664.44
J17WL,2021-01-11,664.54
J17WL,2021-01-12,664.74
J17WL,2021-01-13,664.85
J17WL,2021-01-14,664.99
J17WL,2021-01-15,665.18
J17WL,2021-01-16,665.11
J17WL,2021-01-17,665.29
J17WL,2021-01-18,665.2
J17WL,2021-01-19,664.68
J17WL,2021-01-20,665.14
J17WL,2021-01-21,665.23
J17WL,2021-01-22,665.19
J17WL,2021-01-23,665.44
J17WL,2021-01-24,665.77
J17WL,2021-01-25,665.88
J17WL,2021-01-26,665.75
J17WL,2021-01-27,665.25
J17WL,2021-01-28,664.93
J17WL,2021-01-29,665.25
J17WL,2021-01-30,665.49
J17WL,2021-01-31,665.08
J17WL,2021-02-01,664.45
J17WL,2021-02-02,664.02
J17WL,2021-02-03,664.12
J17WL,2021-02-04,664.07
J17WL,2021-02-05,663.85
J17WL,2021-02-06,663.95
J17WL,2021-02-07,664.07
J17WL,2021-02-08,663.67
J17WL,2021-02-09,663.42
J17WL,2021-02-10,663.35
J17WL,2021-02-11,664.12
J17WL,2021-02-12,664.76
J17WL,2021-02-13,665.17
J17WL,2021-02-14,665.21
J17WL,2021-02-15,664.94
J17WL,2021-02-16,662.36
J17WL,2021-02-17,659.12
J17WL,2021-02-18,655.67
J17WL,2021-02-19,652.21
J17WL,2021-02-20,654.06
J17WL,2021-02-21,655.66
J17WL,2021-02-22,656.13
J17WL,2021-02-23,657.06
J17WL,2021-02-24,658.22
J17WL,2021-02-25,659.14
J17WL,2021-02-26,659.8
J17WL,2021-02-27,660.66
J17WL,2021-02-28,661.04
J17WL,2021-03-01,660.9
J17WL,2021-03-02,661.06
J17WL,2021-03-03,661.28
J17WL,2021-03-04,661.13
J17WL,2021-03-05,661.23
J17WL,2021-03-06,661.22
J17WL,2021-03-07,661.16
J17WL,2021-03-08,660.93
J17WL,2021-03-09,660.65
J17WL,2021-03-10,660.2
J17WL,2021-03-11,660.17
J17WL,2021-03-12,660.58
J17WL,2021-03-13,660.66
J17WL,2021-03-14,661.46
J17WL,2021-03-15,661.28
J17WL,2021-03-16,661.01
J17WL,2021-03-17,660.64
J17WL,2021-03-18,659.87
J17WL,2021-03-19,659.25
J17WL,2021-03-20,659.23
J17WL,2021-03-21,659.17
J17WL,2021-03-22,658.66
J17WL,2021-03-23,659.05
J17WL,2021-03-24,659.23
J17WL,2021-03-25,659.41
J17WL,2021-03-26,659.02
J17WL,2021-03-27,658.83
J17WL,2021-03-28,658.89
J17WL,2021-03-29,658.66
J17WL,2021-03-30,658.15
J17WL,2021-03-31,657.41
J17WL,2021-04-01,656.68
J17WL,2021-04-02,656.01
J17WL,2021-04-03,655.74
J17WL,2021-04-04,655.88
J17WL,2021-04-05,655.65
J17WL,2021-04-06,654.64
J17WL,2021-04-07,653.91
J17WL,2021-04-08,653
J17WL,2021-04-09,651.79
J17WL,2021-04-10,651.44
J17WL,2021-04-11,651.19
J17WL,2021-04-12,650.25
J17WL,2021-04-13,649.39
J17WL,2021-04-14,648.95
J17WL,2021-04-15,648.86
J17WL,2021-04-16,649.2
J17WL,2021-04-17,649.78
J17WL,2021-04-18,650.05
J17WL,2021-04-19,649.52
J17WL,2021-04-20,648.79
J17WL,2021-04-21,647.77
J17WL,2021-04-22,647.79
J17WL,2021-04-23,648.67
J17WL,2021-04-24,649.32
J17WL,2021-04-25,649.39
J17WL,2021-04-26,648.78
J17WL,2021-04-27,649.17
J17WL,2021-04-28,649.75
J17WL,2021-04-29,654.05
J17WL,2021-04-30,656.36
J17WL,2021-05-01,660.5
J17WL,2021-05-02,663.28
J17WL,2021-05-03,663.92
J17WL,2021-05-04,664.77
J17WL,2021-05-05,665.15
J17WL,2021-05-06,665.43
J17WL,2021-05-07,665.22
J17WL,2021-05-08,665.6
J17WL,2021-05-09,665.69
J17WL,2021-05-10,665.35
J17WL,2021-05-11,665.24
J17WL,2021-05-12,665.6
J17WL,2021-05-13,665.62
J17WL,2021-05-14,665.65
J17WL,2021-05-15,666.15
J17WL,2021-05-16,666.69
J17WL,2021-05-17,666.86
J17WL,2021-05-18,666.17
J17WL,2021-05-19,666.01
J17WL,2021-05-20,666.21
J17WL,2021-05-21,665.99
J17WL,2021-05-22,666.29
J17WL,2021-05-23,666.53
J17WL,2021-05-24,666.96
J17WL,2021-05-25,667.43
J17WL,2021-05-26,666.76
J17WL,2021-05-27,666.18
J17WL,2021-05-28,666.09
J17WL,2021-05-29,667.42
J17WL,2021-05-30,668.27
J17WL,2021-05-31,668.8
J17WL,2021-06-01,669.15
J17WL,2021-06-02,669.37
J17WL,2021-06-03,669.24
J17WL,2021-06-04,669.68
J17WL,2021-06-05,670.35
J17WL,2021-06-06,671.14
J17WL,2021-06-07,671.27
J17WL,2021-06-08,671.1
J17WL,2021-06-09,671.15
J17WL,2021-06-10,670.77
J17WL,2021-06-11,670.91
J17WL,2021-06-12,670.54
J17WL,2021-06-13,670.22
J17WL,2021-06-14,669.45
J17WL,2021-06-15,668.36
J17WL,2021-06-16,667.61
J17WL,2021-06-17,666.61
J17WL,2021-06-18,665.93
J17WL,2021-06-19,665.45
J17WL,2021-06-20,665.04
J17WL,2021-06-21,664.61
J17WL,2021-06-22,663.62
J17WL,2021-06-23,663.47
J17WL,2021-06-24,662.71
J17WL,2021-06-25,661.72
J17WL,2021-06-26,661.46
J17WL,2021-06-27,661.06
J17WL,2021-06-28,661.15
J17WL,2021-06-29,660.92
J17WL,2021-06-30,661.17
J17WL,2021-07-01,661.32
J17WL,2021-07-02,660.96
J17WL,2021-07-03,660.75
J17WL,2021-07-04,661.33
J17WL,2021-07-05,661.47
J17WL,2021-07-06,663.67
J17WL,2021-07-07,665.27
J17WL,2021-07-08,666.2
J17WL,2021-07-09,667.08
J17WL,2021-07-10,668.9
J17WL,2021-07-11,670.23
J17WL,2021-07-12,670.57
J17WL,2021-07-13,670.62
J17WL,2021-07-14,671.15
J17WL,2021-07-15,671.06
J17WL,2021-07-16,670.91
J17WL,2021-07-17,670.79
J17WL,2021-07-18,670.84
J17WL,2021-07-19,670.42
J17WL,2021-07-20,670.34
J17WL,2021-07-21,670.39
J17WL,2021-07-22,670.09
J17WL,2021-07-23,670.21
J17WL,2021-07-24,670.4
J17WL,2021-07-25,670.42
J17WL,2021-07-26,669.78
J17WL,2021-07-27,668.99
J17WL,2021-07-28,668.35
J17WL,2021-07-29,667.43
J17WL,2021-07-30,666.6
J17WL,2021-07-31,666.11
J17WL,2021-08-01,665.92
J17WL,2021-08-02,665.59
J17WL,2021-08-03,665.98
J17WL,2021-08-04,666.45
J17WL,2021-08-05,666.52
J17WL,2021-08-06,667.18
J17WL,2021-08-07,667.37
J17WL,2021-08-08,667.7
J17WL,2021-08-09,667.38
J17WL,2021-08-10,666.74
J17WL,2021-08-11,666.13
J17WL,2021-08-12,665.56
J17WL,2021-08-13,665.01
J17WL,2021-08-14,664.62
J17WL,2021-08-15,664.7
J17WL,2021-08-16,664.63
J17WL,2021-08-17,664.01
J17WL,2021-08-18,663.39
J17WL,2021-08-19,663.15
J17WL,2021-08-20,662.23
J17WL,2021-08-21,661.78
J17WL,2021-08-22,661.59
J17WL,2021-08-23,660.92
J17WL,2021-08-24,660.06
J17WL,2021-08-25,659.32
J17WL,2021-08-26,659.03
J17WL,2021-08-27,658.54
J17WL,2021-08-28,659.39
J17WL,2021-08-29,660.46
J17WL,2021-08-30,660.2
J17WL,2021-08-31,660.25
J17WL,2021-09-01,660.1
J17WL,2021-09-02,659.44
J17WL,2021-09-03,658.7
J17WL,2021-09-04,659.49
J17WL,2021-09-05,659.9
J17WL,2021-09-06,659.8
J17WL,2021-09-07,660.06
J17WL,2021-09-08,660.24
J17WL,2021-09-09,659.76
J17WL,2021-09-10,659.6
J17WL,2021-09-11,659.72
J17WL,2021-09-12,660.14
J17WL,2021-09-13,659.99
J17WL,2021-09-14,659.9
J17WL,2021-09-15,659.75
J17WL,2021-09-16,659.28
J17WL,2021-09-17,658.8
J17WL,2021-09-18,658.76
J17WL,2021-09-19,659.43
J17WL,2021-09-20,658.84
J17WL,2021-09-21,658.2
J17WL,2021-09-22,658.02
J17WL,2021-09-23,657.7
J17WL,2021-09-24,657.62
J17WL,2021-09-25,657.99
J17WL,2021-09-26,658.12
J17WL,2021-09-27,657.61
J17WL,2021-09-28,656.7
J17WL,2021-09-29,658.06
J17WL,2021-09-30,658.75
J17WL,2021-10-01,659.41
J17WL,2021-10-02,659.79
J17WL,2021-10-03,660.31
J17WL,2021-10-04,660.3
J17WL,2021-10-05,659.86
J17WL,2021-10-06,659.61
J17WL,2021-10-07,659.16
J17WL,2021-10-08,658.74
J17WL,2021-10-09,658.69
J17WL,2021-10-10,659.17
J17WL,2021-10-11,658.87
J17WL,2021-10-12,659.11
J17WL,2021-10-13,659.22
J17WL,2021-10-14,662.82
J17WL,2021-10-15,664.13
J17WL,2021-10-16,664.71
J17WL,2021-10-17,665.53
J17WL,2021-10-18,665.95
J17WL,2021-10-19,665.76
J17WL,2021-10-20,665.73
J17WL,2021-10-21,665.72
J17WL,2021-10-22,665.65
J17WL,2021-10-23,666.15
J17WL,2021-10-24,666.23
J17WL,2021-10-25,665.99
J17WL,2021-10-26,665.65
J17WL,2021-10-27,666.02
J17WL,2021-10-28,666.62
J17WL,2021-10-29,666.84
J17WL,2021-10-30,666.88
J17WL,2021-10-31,666.92
J17WL,2021-11-01,666.82
J17WL,2021-11-02,666.05
J17WL,2021-11-03,665.82
J17WL,2021-11-04,666.57
J17WL,2021-11-05,666.65
J17WL,2021-11-06,667.01
J17WL,2021-11-07,667.43
J17WL,2021-11-08,666.86
J17WL,2021-11-09,666.76
J17WL,2021-11-10,666.89
J17WL,2021-11-11,666.51
J17WL,2021-11-12,666.7
J17WL,2021-11-13,666.36
J17WL,2021-11-14,666.6
J17WL,2021-11-15,666.37
J17WL,2021-11-16,665.94
J17WL,2021-11-17,665.43
J17WL,2021-11-18,665.34
J17WL,2021-11-19,665.07
J17WL,2021-11-20,665.33
J17WL,2021-11-21,665.5
J17WL,2021-11-22,665.05
J17WL,2021-11-23,664.79
J17WL,2021-11-24,664.78
J17WL,2021-11-25,664.57
J17WL,2021-11-26,665.05
J17WL,2021-11-27,665.43
J17WL,2021-11-28,665.96
J17WL,2021-11-29,665.8
J17WL,2021-11-30,665.65
J17WL,2021-12-01,665.7
J17WL,2021-12-02,665.62
J17WL,2021-12-03,665.6
J17WL,2021-12-04,665.68
J17WL,2021-12-05,665.34
J17WL,2021-12-06,665.18
J17WL,2021-12-07,664
J17WL,2021-12-08,663.38
J17WL,2021-12-09,662.8
J17WL,2021-12-10,662.37
J17WL,2021-12-11,662.03
J17WL,2021-12-12,662.97
J17WL,2021-12-13,663.18
J17WL,2021-12-14,663.18
J17WL,2021-12-15,663.23
J17WL,2021-12-16,663.2
J17WL,2021-12-17,663.12
J17WL,2021-12-18,663.51
J17WL,2021-12-19,664.32
J17WL,2021-12-20,664.53
J17WL,2021-12-21,664.59
J17WL,2021-12-22,664.33
J17WL,2021-12-23,664.33
J17WL,2021-12-24,664.14
J17WL,2021-12-25,664.55
J17WL,2021-12-26,664.89
J17WL,2021-12-27,664.7
J17WL,2021-12-28,664.44
J17WL,2021-12-29,663.99
J17WL,2021-12-30,663.83
J17WL,2021-12-31,663.59
J17WL,2022-01-01,663.84
J17WL,2022-01-02,663.63
J17WL,2022-01-03,663.25
J17WL,2022-01-04,663.02
J17WL,2022-01-05,662.89
J17WL,2022-01-06,662.87
J17WL,2022-01-07,662.73
J17WL,2022-01-08,662.86
J17WL,2022-01-09,663.22
J17WL,2022-01-10,663.19
J17WL,2022-01-11,663.19
J17WL,2022-01-12,663.2
J17WL,2022-01-13,662.93
J17WL,2022-01-14,662.8
J17WL,2022-01-15,662.98
J17WL,2022-01-16,663.03
J17WL,2022-01-17,662.87
J17WL,2022-01-18,663.2
J17WL,2022-01-19,662.89
J17WL,2022-01-20,662.89
J17WL,2022-01-21,662.51
J17WL,2022-01-22,662.88
J17WL,2022-01-23,663.14
J17WL,2022-01-24,662.81
J17WL,2022-01-25,662.46
J17WL,2022-01-26,662.42
J17WL,2022-01-27,662.26
J17WL,2022-01-28,662.08
J17WL,2022-01-29,662.19
J17WL,2022-01-30,662.41
J17WL,2022-01-31,662.35
J17WL,2022-02-01,663.03
J17WL,2022-02-02,662.8
J17WL,2022-02-03,663.88
J17WL,2022-02-04,664.53
J17WL,2022-02-05,664.62
J17WL,2022-02-06,665.09
J17WL,2022-02-07,664.99
J17WL,2022-02-08,665.19
J17WL,2022-02-09,665.4
J17WL,2022-02-10,665.8
J17WL,2022-02-11,665.76
J17WL,2022-02-12,665.77
J17WL,2022-02-13,665.97
J17WL,2022-02-14,665.62
J17WL,2022-02-15,665.82
J17WL,2022-02-16,665.56
J17WL,2022-02-17,665.46
J17WL,2022-02-18,665.22
J17WL,2022-02-19,664.97
J17WL,2022-02-20,665.01
J17WL,2022-02-21,664.93
J17WL,2022-02-22,664.29
J17WL,2022-02-23,663.66
J17WL,2022-02-24,662.81
J17WL,2022-02-25,662.57
J17WL,2022-02-26,662.57
J17WL,2022-02-27,662.69
J17WL,2022-02-28,661.86
J17WL,2022-03-01,661.58
J17WL,2022-03-02,660.89
J17WL,2022-03-03,660.34
J17WL,2022-03-04,659.94
J17WL,2022-03-05,658.99
J17WL,2022-03-06,658.72
J17WL,2022-03-07,658.01
J17WL,2022-03-08,658.53
J17WL,2022-03-09,658.55
J17WL,2022-03-10,658.91
J17WL,2022-03-11,658.84
J17WL,2022-03-12,658.9
J17WL,2022-03-13,659.38
J17WL,2022-03-14,659.14
J17WL,2022-03-15,658.49
J17WL,2022-03-16,657.82
J17WL,2022-03-17,657.25
J17WL,2022-03-18,657.11
J17WL,2022-03-19,656.72
J17WL,2022-03-20,656.48
J17WL,2022-03-21,656.34
J17WL,2022-03-22,655.83
J17WL,2022-03-23,655.22
J17WL,2022-03-24,654.96
J17WL,2022-03-25,654.74
J17WL,2022-03-26,654.36
J17WL,2022-03-27,654.09
J17WL,2022-03-28,653.23
J17WL,2022-03-29,652.72
J17WL,2022-03-30,652.69
J17WL,2022-03-31,652.44
J17WL,2022-04-01,651.72
J17WL,2022-04-02,651.66
J17WL,2022-04-03,651.68
J17WL,2022-04-04,650.89
J17WL,2022-04-05,650.34
J17WL,2022-04-06,650
J17WL,2022-04-07,649.15
J17WL,2022-04-08,648.97
J17WL,2022-04-09,648.83
J17WL,2022-04-10,649.23
J17WL,2022-04-11,648.62
J17WL,2022-04-12,648.52
J17WL,2022-04-13,648.29
J17WL,2022-04-14,647.58
J17WL,2022-04-15,647.3
J17WL,2022-04-16,647.33
J17WL,2022-04-17,647.08
J17WL,2022-04-18,647.08
J17WL,2022-04-19,646.4
J17WL,2022-04-20,647.04
J17WL,2022-04-21,646.67
J17WL,2022-04-22,646.42
J17WL,2022-04-23,646.79
J17WL,2022-04-24,647.03
J17WL,2022-04-25,646.86
J17WL,2022-04-26,647.99
J17WL,2022-04-27,648.42
J17WL,2022-04-28,648.26
J17WL,2022-04-29,647.91
J17WL,2022-04-30,647.96
J17WL,2022-05-01,647.87
J17WL,2022-05-02,647.58
J17WL,2022-05-03,647.07
J17WL,2022-05-04,646.69
J17WL,2022-05-05,646.7
J17WL,2022-05-06,646.87
J17WL,2022-05-07,647.58
J17WL,2022-05-08,647.74
J17WL,2022-05-09,647.34
J17WL,2022-05-10,646.39
J17WL,2022-05-11,646.05
J17WL,2022-05-12,645.6
J17WL,2022-05-13,645.27
J17WL,2022-05-14,644.92
J17WL,2022-05-15,645
J17WL,2022-05-16,644.1
J17WL,2022-05-17,644.07
J17WL,2022-05-18,643.84
J17WL,2022-05-19,643.34
J17WL,2022-05-20,643.09
J17WL,2022-05-21,643.45
J17WL,2022-05-22,644.19
J17WL,2022-05-23,644.69
J17WL,2022-05-24,645.44
J17WL,2022-05-25,646.33
J17WL,2022-05-26,646.37
J17WL,2022-05-27,646.33
J17WL,2022-05-28,646.21
J17WL,2022-05-29,646.61
J17WL,2022-05-30,646.13
J17WL,2022-05-31,644.38
J17WL,2022-06-01,643.61
J17WL,2022-06-02,643.33
J17WL,2022-06-03,642.81
J17WL,2022-06-04,642.79
J17WL,2022-06-05,642.79
J17WL,2022-06-06,641.53
J17WL,2022-06-07,640.62
J17WL,2022-06-08,639.48
J17WL,2022-06-09,638.13
J17WL,2022-06-10,637.17
J17WL,2022-06-11,636.93
J17WL,2022-06-12,637.95
J17WL,2022-06-13,637.31
J17WL,2022-06-14,636.24
J17WL,2022-06-15,636.37
J17WL,2022-06-16,636.18
J17WL,2022-06-17,635.69
J17WL,2022-06-18,636.07
J17WL,2022-06-19,636.31
J17WL,2022-06-20,636.02
J17WL,2022-06-21,634.96
J17WL,2022-06-22,634.26
J17WL,2022-06-23,634.02
J17WL,2022-06-24,633.96
J17WL,2022-06-25,634.04
J17WL,2022-06-26,634.48
J17WL,2022-06-27,634.31
J17WL,2022-06-28,634.25
J17WL,2022-06-29,635.83
J17WL,2022-06-30,636.45
J17WL,2022-07-01,636.55
J17WL,2022-07-02,636.71
J17WL,2022-07-03,637.15
J17WL,2022-07-04,636.85
J17WL,2022-07-05,635.98
J17WL,2022-07-06,635.08
J17WL,2022-07-07,634.95
J17WL,2022-07-08,634.82
J17WL,2022-07-09,634.86
J17WL,2022-07-10,635.02
J17WL,2022-07-11,634.51
J17WL,2022-07-12,632.62
J17WL,2022-07-13,632.4
J17WL,2022-07-14,632.03
J17WL,2022-07-15,632.54
J17WL,2022-07-16,634.31
J17WL,2022-07-17,635.45
J17WL,2022-07-18,634.83
J17WL,2022-07-19,633.98
J17WL,2022-07-20,633.36
J17WL,2022-07-21,633.08
J17WL,2022-07-22,633.12
J17WL,2022-07-23,633.63
J17WL,2022-07-24,633.98
J17WL,2022-07-25,633.56
J17WL,2022-07-26,632.72
J17WL,2022-07-27,632.37
J17WL,2022-07-28,632.09
J17WL,2022-07-29,631.77
J17WL,2022-07-30,632.27
J17WL,2022-07-31,632.62
J17WL,2022-08-01,632
J17WL,2022-08-02,631.31
J17WL,2022-08-03,630.95
J17WL,2022-08-04,630.57
J17WL,2022-08-05,630.36
J17WL,2022-08-06,630.94
J17WL,2022-08-07,631.88
J17WL,2022-08-08,631.41
J17WL,2022-08-09,630.86
J17WL,2022-08-10,630.65
J17WL,2022-08-11,630.69
J17WL,2022-08-12,631.48
J17WL,2022-08-13,632.13
J17WL,2022-08-14,632.79
J17WL,2022-08-15,633.58
J17WL,2022-08-16,634.01
J17WL,2022-08-17,633.95
J17WL,2022-08-18,633.8
J17WL,2022-08-19,634.29
J17WL,2022-08-20,634.42
J17WL,2022-08-21,635.25
J17WL,2022-08-22,635.06
J17WL,2022-08-23,634.88
J17WL,2022-08-24,634.72
J17WL,2022-08-25,635.42
J17WL,2022-08-26,635.08
J17WL,2022-08-27,635.64
J17WL,2022-08-28,636.13
J17WL,2022-08-29,635.3
J17WL,2022-08-30,634.94
J17WL,2022-08-31,634.86
J17WL,2022-09-01,634.92
J17WL,2022-09-02,634.77
J17WL,2022-09-03,635.66
J17WL,2022-09-04,637.69
J17WL,2022-09-05,637.77
J17WL,2022-09-06,636.64
J17WL,2022-09-07,636.23
J17WL,2022-09-08,636.52
J17WL,2022-09-09,636.59
J17WL,2022-09-10,636.86
J17WL,2022-09-11,637.34
J17WL,2022-09-12,636.73
J17WL,2022-09-13,635.86
J17WL,2022-09-14,635.45
J17WL,2022-09-15,635.05
J17WL,2022-09-16,635.05
J17WL,2022-09-17,635.38
J17WL,2022-09-18,635.65
J17WL,2022-09-19,634.93
J17WL,2022-09-20,633.68
J17WL,2022-09-21,633.02
J17WL,2022-09-22,632.72
J17WL,2022-09-23,632.56
J17WL,2022-09-24,632.79
J17WL,2022-09-25,632.95
J17WL,2022-09-26,632.47
J17WL,2022-09-27,631.58
J17WL,2022-09-28,631.17
J17WL,2022-09-29,630.95
J17WL,2022-09-30,630.74
J17WL,2022-10-01,631.74
J17WL,2022-10-02,632.19
J17WL,2022-10-03,631.57
J17WL,2022-10-04,630.71
J17WL,2022-10-05,630.35
J17WL,2022-10-06,630.24
J17WL,2022-10-07,630.23
J17WL,2022-10-08,630.62
J17WL,2022-10-09,631.26
J17WL,2022-10-10,630.76
J17WL,2022-10-11,630.04
J17WL,2022-10-12,630.02
J17WL,2022-10-13,630.11
J17WL,2022-10-14,630.09
