Date,Discharge
2022-05-08,202
2022-05-09,200
2022-05-10,199
2022-05-11,196
2022-05-12,194
2022-05-13,193
2022-05-14,195
2022-05-15,198
2022-05-16,192
2022-05-17,190
2022-05-18,191
2022-05-19,186
2022-05-20,183
2022-05-21,182
2022-05-22,180
2022-05-23,179
2022-05-24,179
2022-05-25,175
2022-05-26,179
2022-05-27,171
2022-05-28,169
2022-05-29,170
2022-05-30,167
2022-05-31,163
2022-06-01,162
2022-06-02,162
2022-06-03,161
2022-06-04,160
2022-06-05,158
2022-06-06,157
2022-06-07,156
2022-06-08,156
2022-06-09,153
2022-06-10,151
2022-06-11,150
2022-06-12,149
2022-06-13,148
2022-06-14,145
2022-06-15,143
2022-06-16,140
2022-06-17,138
2022-06-18,138
2022-06-19,135
2022-06-20,133
2022-06-21,130
2022-06-22,128
2022-06-23,125
2022-06-24,124
2022-06-25,124
2022-06-26,124
2022-06-27,124
2022-06-28,127
2022-06-29,130
2022-06-30,133
2022-07-01,133
2022-07-02,132
2022-07-03,132
2022-07-04,131
2022-07-05,131
2022-07-06,129
2022-07-07,128
2022-07-08,126
2022-07-09,123
2022-07-10,120
2022-07-11,117
2022-07-12,114
2022-07-13,112
2022-07-14,109
2022-07-15,109
2022-07-16,109
2022-07-17,109
2022-07-18,110
2022-07-19,110
2022-07-20,111
2022-07-21,110
2022-07-22,110
2022-07-23,110
2022-07-24,109
2022-07-25,109
2022-07-26,108
2022-07-27,108
2022-07-28,106
2022-07-29,104
2022-07-30,102
2022-07-31,101
2022-08-01,99
2022-08-02,96
2022-08-03,94
2022-08-04,92
2022-08-05,89
2022-08-06,91
2022-08-07,92
2022-08-08,93
2022-08-09,95
2022-08-10,96
2022-08-11,96
2022-08-12,95
2022-08-13,98
2022-08-14,98
2022-08-15,99
2022-08-16,100
2022-08-17,108
2022-08-18,103
2022-08-19,104
2022-08-20,106
2022-08-21,108
2022-08-22,111
2022-08-23,113
2022-08-24,118
2022-08-25,118
2022-08-26,119
2022-08-27,120
2022-08-28,120
2022-08-29,120
2022-08-30,119
2022-08-31,118
2022-09-01,120
2022-09-02,120
2022-09-03,120
2022-09-04,123
2022-09-05,122
2022-09-06,122
2022-09-07,122
2022-09-08,121
2022-09-09,121
2022-09-10,124
2022-09-11,124
2022-09-12,124
2022-09-13,122
2022-09-14,121
2022-09-15,119
2022-09-16,118
2022-09-17,120
2022-09-18,118
2022-09-19,114
2022-09-20,113
2022-09-21,112
2022-09-22,110
2022-09-23,109
2022-09-24,108
2022-09-25,108
2022-09-26,107
2022-09-27,105
2022-09-28,103
2022-09-29,102
2022-09-30,100
2022-10-01,99
2022-10-02,97
2022-10-03,96
2022-10-04,94
2022-10-05,95
2022-10-06,93
2022-10-07,91
2022-10-08,91
2022-10-09,92
2022-10-10,92
2022-10-11,93
2022-10-12,93
2022-10-13,93
2022-10-14,93
2022-10-15,93
2022-10-16,94
2022-10-17,93
2022-10-18,94
2022-10-19,96
2022-10-20,94
2022-10-21,96
2022-10-22,97
2022-10-23,98
2022-10-24,99
2022-10-25,101
2022-10-26,102
2022-10-27,103
2022-10-28,104
2022-10-29,105
2022-10-30,105
2022-10-31,106
2022-11-01,107
2022-11-02,108
2022-11-03,109
2022-11-04,111
2022-11-05,113
2022-11-06,112
2022-11-07,113
2022-11-08,114
2022-11-09,113
2022-11-10,114
2022-11-11,112
2022-11-12,110
2022-11-13,111
2022-11-14,112
2022-11-15,114
2022-11-16,115
2022-11-17,117
2022-11-18,120
2022-11-19,122
2022-11-20,125
2022-11-21,127
2022-11-22,130
2022-11-23,132
2022-11-24,135
2022-11-25,135
2022-11-26,134
2022-11-27,134
2022-11-28,133
2022-11-29,132
2022-11-30,132
2022-12-01,131
2022-12-02,132
2022-12-03,131
2022-12-04,131
2022-12-05,130
2022-12-06,127
2022-12-07,123
2022-12-08,120
2022-12-09,117
2022-12-10,119
2022-12-11,120
2022-12-12,122
2022-12-13,123
2022-12-14,125
2022-12-15,126
2022-12-16,127
2022-12-17,127
2022-12-18,128
2022-12-19,128
2022-12-20,126
2022-12-21,127
2022-12-22,126
2022-12-23,124
2022-12-24,123
2022-12-25,121
2022-12-26,124
2022-12-27,126
2022-12-28,129
2022-12-29,131
2022-12-30,133
2022-12-31,134
